RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3,RI:ICD3,PK3,RI:ICD3,RI,RI,RI,RI,RI,RI,RI,RI,RI,RI
Device or Header,Prog BPs (1),Data BPs (1),Data BP Access,Tuples (ANDed BPs),Sequenced BPs,Range BPs,Table R/W BPs,Pass Counter,Clock Switch Break,Sleep Wake Break,Stack Over/Under Break,WDT Timeout Break,Stopwatch,Debug Reads,Stack Snapshot,Runtime BPs,SW BPs,PTG Support,App IO,Data Capture (1),Runtime Watch (1),Native Trace,Port Trace,SPI Trace,Instruction Trace,PC Profiling,PC Sampling,FLP,Jump Trace
dsPIC33CK32MP103,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CK32MP105,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CK32MP202,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CK32MP203,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CK32MP205,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CK32MP206,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CK32MP502,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CK32MP503,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CK32MP505,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CK32MP506,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CK64MP102,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CK64MP103,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CK64MP105,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CK64MP202,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CK64MP203,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CK64MP205,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CK64MP206,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CK64MP208,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CK64MP502,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CK64MP503,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CK64MP505,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CK64MP506,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33CK64MP508,3 + 5SP,5,R/W,2:RI-0:ICD3-0:PK3-,2S / 5BPS:RI-No:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-N/A:ICD3-N/A:PK3-,N/A,Yes:RI-No:ICD3-,No,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33EDV64MC205,2,5,R/W,2:RI-2:ICD3-0:PK3-,2S / 5BPS:RI-2S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33EP128GM304,3 + 5SP,5,R/W,2:RI-2:ICD3-0:PK3-,2S / 5BPS:RI-2S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33EP128GM306,3 + 5SP,5,R/W,2:RI-2:ICD3-0:PK3-,2S / 5BPS:RI-2S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33EP128GM310,3 + 5SP,5,R/W,2:RI-2:ICD3-0:PK3-,2S / 5BPS:RI-2S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33EP128GM604,3 + 5SP,5,R/W,2:RI-2:ICD3-0:PK3-,2S / 5BPS:RI-2S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33EP128GM706,3 + 5SP,5,R/W,2:RI-2:ICD3-0:PK3-,2S / 5BPS:RI-2S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33EP128GM710,3 + 5SP,5,R/W,2:RI-2:ICD3-0:PK3-,2S / 5BPS:RI-2S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33EP128GP502,2 + 2SP,5,R/W,2:RI-2:ICD3-0:PK3-,2S / 5BPS:RI-2S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33EP128GP504,2 + 2SP,5,R/W,2:RI-2:ICD3-0:PK3-,2S / 5BPS:RI-2S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33EP128GP506,2 + 2SP,5,R/W,2:RI-2:ICD3-0:PK3-,2S / 5BPS:RI-2S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33EP128GS702,3 + 5SP,5,R/W,2:RI-2:ICD3-0:PK3-,2S / 5BPS:RI-2S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33EP128GS704,3 + 5SP,5,R/W,2:RI-2:ICD3-0:PK3-,2S / 5BPS:RI-2S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33EP128GS705,3 + 5SP,5,R/W,2:RI-2:ICD3-0:PK3-,2S / 5BPS:RI-2S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33EP128GS706,3 + 5SP,5,R/W,2:RI-2:ICD3-0:PK3-,2S / 5BPS:RI-2S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33EP128GS708,3 + 5SP,5,R/W,2:RI-2:ICD3-0:PK3-,2S / 5BPS:RI-2S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33EP128GS804,3 + 5SP,5,R/W,2:RI-2:ICD3-0:PK3-,2S / 5BPS:RI-2S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33EP128GS805,3 + 5SP,5,R/W,2:RI-2:ICD3-0:PK3-,2S / 5BPS:RI-2S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33EP128GS806,3 + 5SP,5,R/W,2:RI-2:ICD3-0:PK3-,2S / 5BPS:RI-2S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33EP128GS808,3 + 5SP,5,R/W,2:RI-2:ICD3-0:PK3-,2S / 5BPS:RI-2S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33EP128MC202,2 + 2SP,5,R/W,2:RI-2:ICD3-0:PK3-,2S / 5BPS:RI-2S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33EP128MC204,2 + 2SP,5,R/W,2:RI-2:ICD3-0:PK3-,2S / 5BPS:RI-2S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33EP128MC206,2 + 2SP,5,R/W,2:RI-2:ICD3-0:PK3-,2S / 5BPS:RI-2S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33EP128MC502,2 + 2SP,5,R/W,2:RI-2:ICD3-0:PK3-,2S / 5BPS:RI-2S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33EP128MC504,2 + 2SP,5,R/W,2:RI-2:ICD3-0:PK3-,2S / 5BPS:RI-2S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33EP128MC506,2 + 2SP,5,R/W,2:RI-2:ICD3-0:PK3-,2S / 5BPS:RI-2S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33EP16GS202,1 + 3SP,5,R/W,2:RI-2:ICD3-0:PK3-,2S / 5BPS:RI-2S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33EP16GS502,3 + 5SP,5,R/W,2:RI-2:ICD3-0:PK3-,2S / 5BPS:RI-2S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33EP16GS504,3 + 5SP,5,R/W,2:RI-2:ICD3-0:PK3-,2S / 5BPS:RI-2S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33EP16GS505,3 + 5SP,5,R/W,2:RI-2:ICD3-0:PK3-,2S / 5BPS:RI-2S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33EP16GS506,3 + 5SP,5,R/W,2:RI-2:ICD3-0:PK3-,2S / 5BPS:RI-2S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33EP256GM304,3 + 5SP,5,R/W,2:RI-2:ICD3-0:PK3-,2S / 5BPS:RI-2S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33EP256GM306,3 + 5SP,5,R/W,2:RI-2:ICD3-0:PK3-,2S / 5BPS:RI-2S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33EP256GM310,3 + 5SP,5,R/W,2:RI-2:ICD3-0:PK3-,2S / 5BPS:RI-2S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33EP256GM604,3 + 5SP,5,R/W,2:RI-2:ICD3-0:PK3-,2S / 5BPS:RI-2S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33EP256GM706,3 + 5SP,5,R/W,2:RI-2:ICD3-0:PK3-,2S / 5BPS:RI-2S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33EP256GM710,3 + 5SP,5,R/W,2:RI-2:ICD3-0:PK3-,2S / 5BPS:RI-2S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33EP256GP502,2 + 2SP,5,R/W,2:RI-2:ICD3-0:PK3-,2S / 5BPS:RI-2S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33EP256GP504,2 + 2SP,5,R/W,2:RI-2:ICD3-0:PK3-,2S / 5BPS:RI-2S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33EP256GP506,2 + 2SP,5,R/W,2:RI-2:ICD3-0:PK3-,2S / 5BPS:RI-2S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33EP256MC202,2 + 2SP,5,R/W,2:RI-2:ICD3-0:PK3-,2S / 5BPS:RI-2S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33EP256MC204,2 + 2SP,5,R/W,2:RI-2:ICD3-0:PK3-,2S / 5BPS:RI-2S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33EP256MC206,2 + 2SP,5,R/W,2:RI-2:ICD3-0:PK3-,2S / 5BPS:RI-2S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33EP256MC502,2 + 2SP,5,R/W,2:RI-2:ICD3-0:PK3-,2S / 5BPS:RI-2S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33EP256MC504,2 + 2SP,5,R/W,2:RI-2:ICD3-0:PK3-,2S / 5BPS:RI-2S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33EP256MC506,2 + 2SP,5,R/W,2:RI-2:ICD3-0:PK3-,2S / 5BPS:RI-2S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,Yes,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
dsPIC33EP256MU806,3 + 5SP,5,R/W,2:RI-2:ICD3-0:PK3-,2S / 5BPS:RI-2S / 5BPS:ICD3-No:PK3-,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3-,N/A,Yes,Yes,No,Yes:RI-N/A:ICD3-,6,6,Yes,No,No,No,No,Yes,Yes,Yes
