ICE4:ICD5:ICD4:PK5:PK4:Snap:AI,ICE4:ICD5:ICD4:PK5:PK4:Snap:AI,ICE4:ICD5:ICD4:PK5:PK4:Snap:AI,ICE4:ICD5:ICD4:PK5:PK4:Snap:AI,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5,ICE4:ICD5,ICE4:ICD5,ICE4:ICD5,ICE4:ICD5,ICE4:ICD5,ICE4:ICD5,ICE4:ICD5,ICE4:ICD5
Device,Prog BPs (1),Data BPs (1),Data BP Access,Tuples (ANDed BPs),Sequenced BPs,Range BPs,Table R/W BPs,Pass Counter,Clock Switch Break,Sleep Wake Break,Stack Over/Under Break,WDT Timeout Break,Stopwatch,Debug Reads,Runtime BPs,SW BPs,Live Connect,Data Capture (1),Runtime Watch (1),Native Trace,Port Trace,SPI Trace,ITM/SWO,PIC32 Instruction Trace,PC Profiling,PC Sampling
ATSAMC21E17A,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMC21E18A,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMC21G15A,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMC21G16A,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMC21G17A,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMC21G18A,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMC21J15A,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMC21J16A,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMC21J17A,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMC21J17AU,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMC21J18A,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMC21J18AU,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMC21N17A,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMC21N18A,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD09C13A,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD09D14A,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD10C13A,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD10C14A,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD10D13AM,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD10D13AS,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD10D14AM,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD10D14AS,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD10D14AU,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD11C14A,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD11D14AM,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD11D14AS,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD11D14AU,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD20E14,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD20E14B,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD20E15,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD20E15B,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD20E15BU,N/A:ICE4-N/A:ICD5-N/A:ICD4-N/A:PK5-N/A:PK4-N/A:Snap-0:AI,N/A:ICE4-N/A:ICD5-N/A:ICD4-N/A:PK5-N/A:PK4-N/A:Snap-2:AI,N/A:ICE4-N/A:ICD5-N/A:ICD4-N/A:PK5-N/A:PK4-N/A:Snap-R/W/Either:AI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD20E16,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD20E16B,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD20E16BU,N/A:ICE4-N/A:ICD5-N/A:ICD4-N/A:PK5-N/A:PK4-N/A:Snap-0:AI,N/A:ICE4-N/A:ICD5-N/A:ICD4-N/A:PK5-N/A:PK4-N/A:Snap-2:AI,N/A:ICE4-N/A:ICD5-N/A:ICD4-N/A:PK5-N/A:PK4-N/A:Snap-R/W/Either:AI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD20E17,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD20E18,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD20G14,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD20G14B,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD20G15,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD20G15B,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD20G16,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD20G16B,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD20G17,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD20G17U,N/A:ICE4-N/A:ICD5-N/A:ICD4-N/A:PK5-N/A:PK4-N/A:Snap-4:AI,N/A:ICE4-N/A:ICD5-N/A:ICD4-N/A:PK5-N/A:PK4-N/A:Snap-2:AI,N/A:ICE4-N/A:ICD5-N/A:ICD4-N/A:PK5-N/A:PK4-N/A:Snap-R/W/Either:AI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD20G18,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD20G18U,N/A:ICE4-N/A:ICD5-N/A:ICD4-N/A:PK5-N/A:PK4-N/A:Snap-4:AI,N/A:ICE4-N/A:ICD5-N/A:ICD4-N/A:PK5-N/A:PK4-N/A:Snap-2:AI,N/A:ICE4-N/A:ICD5-N/A:ICD4-N/A:PK5-N/A:PK4-N/A:Snap-R/W/Either:AI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD20J14,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD20J14B,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD20J15,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD20J15B,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD20J16,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD20J16B,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD20J17,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD20J18,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD21E15A,N/A:ICE4-N/A:ICD5-N/A:ICD4-N/A:PK5-N/A:PK4-N/A:Snap-4:AI,N/A:ICE4-N/A:ICD5-N/A:ICD4-N/A:PK5-N/A:PK4-N/A:Snap-2:AI,N/A:ICE4-N/A:ICD5-N/A:ICD4-N/A:PK5-N/A:PK4-N/A:Snap-R/W/Either:AI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD21E15B,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD21E15BU,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD21E15CU,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD21E15L,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD21E16A,N/A:ICE4-N/A:ICD5-N/A:ICD4-N/A:PK5-N/A:PK4-N/A:Snap-4:AI,N/A:ICE4-N/A:ICD5-N/A:ICD4-N/A:PK5-N/A:PK4-N/A:Snap-2:AI,N/A:ICE4-N/A:ICD5-N/A:ICD4-N/A:PK5-N/A:PK4-N/A:Snap-R/W/Either:AI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD21E16B,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD21E16BU,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD21E16CU,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD21E16L,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD21E17A,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD21E17D,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD21E17DU,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD21E17L,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD21E18A,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD21G15A,N/A:ICE4-N/A:ICD5-N/A:ICD4-N/A:PK5-N/A:PK4-N/A:Snap-4:AI,N/A:ICE4-N/A:ICD5-N/A:ICD4-N/A:PK5-N/A:PK4-N/A:Snap-2:AI,N/A:ICE4-N/A:ICD5-N/A:ICD4-N/A:PK5-N/A:PK4-N/A:Snap-R/W/Either:AI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD21G15B,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD21G15L,N/A:ICE4-N/A:ICD5-N/A:ICD4-N/A:PK5-N/A:PK4-N/A:Snap-4:AI,N/A:ICE4-N/A:ICD5-N/A:ICD4-N/A:PK5-N/A:PK4-N/A:Snap-2:AI,N/A:ICE4-N/A:ICD5-N/A:ICD4-N/A:PK5-N/A:PK4-N/A:Snap-R/W/Either:AI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD21G16A,N/A:ICE4-N/A:ICD5-N/A:ICD4-N/A:PK5-N/A:PK4-N/A:Snap-4:AI,N/A:ICE4-N/A:ICD5-N/A:ICD4-N/A:PK5-N/A:PK4-N/A:Snap-2:AI,N/A:ICE4-N/A:ICD5-N/A:ICD4-N/A:PK5-N/A:PK4-N/A:Snap-R/W/Either:AI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD21G16B,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD21G16L,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD21G17A,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD21G17AU,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD21G17D,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD21G17L,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD21G18A,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD21G18AU,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATSAMD21J15A,N/A:ICE4-N/A:ICD5-N/A:ICD4-N/A:PK5-N/A:PK4-N/A:Snap-4:AI,N/A:ICE4-N/A:ICD5-N/A:ICD4-N/A:PK5-N/A:PK4-N/A:Snap-2:AI,N/A:ICE4-N/A:ICD5-N/A:ICD4-N/A:PK5-N/A:PK4-N/A:Snap-R/W/Either:AI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
